review_id,restaurant_name,cuisine_type,city,rating,review_text,review_length,review_date
458,Taco Fiesta,Mexican,Mumbai,2,The food was bland and lacked any real seasoning.,49,2023-02-23
459,Chai & Chaat,Indian,Hyderabad,2,The food was cold by the time it reached our table. Our order was wrong and it took forever to get it corrected.,112,2024-10-26
460,Coastal Kitchen,Seafood,Delhi,2,"Definitely not worth the hype, quite disappointing overall.",59,2023-06-23
461,Coastal Kitchen,Seafood,Pune,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2023-12-14
462,Ocean Grill,Seafood,Delhi,4,"Amazing service, our server was attentive and friendly.",55,2025-10-06
463,Urban Tandoor,Indian,,2,Our order was wrong and it took forever to get it corrected. The restaurant was too noisy and cramped to enjoy the meal.,120,2024-07-19
464,Smoky BBQ Pit,American,Jaipur,4,The staff went above and beyond to accommodate our allergies.,61,2024-05-30
465,Chai & Chaat,Indian,Pune,3,"Average experience overall, might try another dish next time. Not the best, not the worst, a fairly typical dining experience.",126,2024-02-05
466,The Spice Route,Indian,Chennai,4,"A hidden gem, the flavors were authentic and comforting. The chef clearly knows what they're doing, every dish was perfect.",123,2025-03-21
467,Noodle Bar,Chinese,Delhi,5,"Great spot for a family dinner, kids loved it too. A hidden gem, the flavors were authentic and comforting.",107,2024-11-16
468,Pasta Palace,Italian,Chennai,4,Quick service even though the place was packed.,47,2024-10-18
469,The Burger Joint,American,Jaipur,4,"Fresh ingredients and bold flavors, highly recommend this place. Great spot for a family dinner, kids loved it too.",115,2025-03-26
470,Rustic Oven,Italian,Hyderabad,4,"The chef clearly knows what they're doing, every dish was perfect. Fresh ingredients and bold flavors, highly recommend this place.",131,2024-05-11
471,Smoky BBQ Pit,American,Ahmedabad,3,Decent place for a quick bite if you're in the area.,52,2023-08-22
472,Noodle Bar,Chinese,Hyderabad,2,Our order was wrong and it took forever to get it corrected. Service was extremely slow and the staff seemed disinterested.,123,2024-03-05
473,The Pizza Cellar,Italian,Delhi,2,The place was dirty and the tables hadn't been cleaned properly. Our order was wrong and it took forever to get it corrected.,125,2023-10-13
474,Urban Tandoor,Indian,Jaipur,5,Quick service even though the place was packed.,47,2025-02-11
475,Rustic Oven,Italian,Chennai,5,"Loved the dessert menu, the tiramisu was outstanding. The food was absolutely delicious and beautifully presented.",114,2025-03-31
476,Blue Lotus,Thai,Chennai,4,The ambiance was cozy and the staff made us feel welcome.,57,2023-06-24
477,The Burger Joint,American,Mumbai,5,"Portion sizes were generous and the prices were very fair. The chef clearly knows what they're doing, every dish was perfect.",125,2023-04-01
478,The Spice Route,Indian,Bengaluru,4,"The ambiance was cozy and the staff made us feel welcome. Loved the dessert menu, the tiramisu was outstanding.",111,2023-07-21
479,Noodle Bar,Chinese,Delhi,5,"Quick service even though the place was packed. Great spot for a family dinner, kids loved it too.",98,2025-02-05
480,Smoky BBQ Pit,American,Hyderabad,5,"Amazing service, our server was attentive and friendly. Fresh ingredients and bold flavors, highly recommend this place.",120,2023-02-20
481,Bella Napoli,Italian,Pune,3,The ambiance was nice but the food was just average.,52,2023-08-26
482,Green Leaf Cafe,Vegan,Jaipur,2,I found a hair in my food and the manager barely apologized.,60,2025-07-21
483,Smoky BBQ Pit,American,Jaipur,2,The restaurant was too noisy and cramped to enjoy the meal.,59,2025-09-02
484,Green Leaf Cafe,Vegan,Mumbai,3,"The food was okay, nothing special but not bad either. Reasonable prices, the menu could use more variety though.",113,2023-05-18
485,The Spice Route,Indian,Bengaluru,3,Decent place for a quick bite if you're in the area.,52,2024-12-03
486,Saffron Table,Indian,Hyderabad,2,The food was bland and lacked any real seasoning.,49,2023-12-24
487,Noodle Bar,Chinese,Hyderabad,3,"Decent place for a quick bite if you're in the area. Average experience overall, might try another dish next time.",114,2024-04-19
488,Coastal Kitchen,Seafood,Hyderabad,2,The restaurant was too noisy and cramped to enjoy the meal.,59,2023-03-01
489,Coastal Kitchen,Seafood,Pune,4,The ambiance was cozy and the staff made us feel welcome.,57,2023-01-10
490,Bella Napoli,Italian,Chennai,4,Portion sizes were generous and the prices were very fair.,58,2023-07-28
491,Curry House,Indian,Jaipur,4,"Fresh ingredients and bold flavors, highly recommend this place.",64,2025-07-26
492,Saffron Table,Indian,Mumbai,5,"A hidden gem, the flavors were authentic and comforting. The chef clearly knows what they're doing, every dish was perfect.",123,2024-10-03
493,Smoky BBQ Pit,American,Pune,4,"A hidden gem, the flavors were authentic and comforting. Best meal I've had in months, will definitely come back!",113,2024-12-21
494,Chai & Chaat,Indian,Mumbai,2,The food was bland and lacked any real seasoning.,49,2023-06-23
495,Le Petit Bistro,French,,4,"Best meal I've had in months, will definitely come back!",56,2024-09-17
496,Sushi Zen,Japanese,Delhi,5,"The chef clearly knows what they're doing, every dish was perfect. A hidden gem, the flavors were authentic and comforting.",123,2025-11-12
497,Rustic Oven,Italian,Delhi,3,"Decent place for a quick bite if you're in the area. Service was fine, food took a bit longer than expected.",108,2025-02-24
498,Blue Lotus,Thai,Delhi,4,"Fresh ingredients and bold flavors, highly recommend this place. Best meal I've had in months, will definitely come back!",121,2023-12-08
499,Green Leaf Cafe,Vegan,Ahmedabad,2,The food was bland and lacked any real seasoning.,49,2025-07-12
500,The Pizza Cellar,Italian,Jaipur,2,We waited over an hour despite having a reservation.,52,2023-10-07
501,Urban Tandoor,Indian,Jaipur,4,The staff went above and beyond to accommodate our allergies. Quick service even though the place was packed.,109,2025-10-04
502,The Burger Joint,American,Pune,5,The ambiance was cozy and the staff made us feel welcome.,57,2023-06-19
503,Golden Dragon,Chinese,Pune,1,I found a hair in my food and the manager barely apologized.,60,2024-07-16
504,The Burger Joint,American,Mumbai,5,"Loved the dessert menu, the tiramisu was outstanding. The staff went above and beyond to accommodate our allergies.",115,2025-07-25
505,Rustic Oven,Italian,Ahmedabad,4,"Loved the dessert menu, the tiramisu was outstanding. Portion sizes were generous and the prices were very fair.",112,2023-08-22
506,Noodle Bar,Chinese,Bengaluru,4,"Amazing service, our server was attentive and friendly. Great spot for a family dinner, kids loved it too.",106,2024-03-23
507,Pasta Palace,Italian,Mumbai,2,Our order was wrong and it took forever to get it corrected. The food was bland and lacked any real seasoning.,110,2023-03-08
508,Noodle Bar,Chinese,Chennai,3,"Service was fine, food took a bit longer than expected.",55,2023-08-29
509,Chai & Chaat,Indian,Bengaluru,3,Decent place for a quick bite if you're in the area.,52,2025-05-26
510,Curry House,Indian,Delhi,4,"Loved the dessert menu, the tiramisu was outstanding. Fresh ingredients and bold flavors, highly recommend this place.",118,2023-05-02
511,Green Leaf Cafe,Vegan,Mumbai,3,"It's a standard restaurant, does the job but nothing memorable. Reasonable prices, the menu could use more variety though.",122,2024-08-22
512,Sushi Zen,Japanese,Delhi,4,"Fresh ingredients and bold flavors, highly recommend this place.",64,2025-04-22
513,Sushi Zen,Japanese,Chennai,4,The staff went above and beyond to accommodate our allergies.,61,2024-05-26
514,Le Petit Bistro,French,Pune,2,"Way overpriced for the quality and quantity we received. Definitely not worth the hype, quite disappointing overall.",116,2025-03-15
515,Urban Tandoor,Indian,Mumbai,3,"Average experience overall, might try another dish next time. The ambiance was nice but the food was just average.",114,2025-02-07
516,Coastal Kitchen,Seafood,Jaipur,4,The staff went above and beyond to accommodate our allergies. Portion sizes were generous and the prices were very fair.,120,2025-11-21
517,The Pizza Cellar,Italian,Mumbai,4,The staff went above and beyond to accommodate our allergies.,61,2024-11-01
518,Noodle Bar,Chinese,Bengaluru,3,"Reasonable prices, the menu could use more variety though.",58,2025-01-03
519,Urban Tandoor,Indian,Pune,3,"It's a standard restaurant, does the job but nothing memorable. Decent place for a quick bite if you're in the area.",116,2024-03-09
520,Green Leaf Cafe,Vegan,Ahmedabad,4,"Portion sizes were generous and the prices were very fair. Great spot for a family dinner, kids loved it too.",109,2023-09-25
521,Golden Dragon,Chinese,Delhi,1,The food was cold by the time it reached our table. Service was extremely slow and the staff seemed disinterested.,114,2023-07-23
522,Noodle Bar,Chinese,Bengaluru,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2025-07-23
523,Sushi Zen,Japanese,Mumbai,4,"Fresh ingredients and bold flavors, highly recommend this place.",64,2024-09-10
524,Smoky BBQ Pit,American,Delhi,4,Portion sizes were generous and the prices were very fair.,58,2024-05-27
525,Golden Dragon,Chinese,Hyderabad,2,Parking was a nightmare and the staff was rude at the entrance. The place was dirty and the tables hadn't been cleaned properly.,128,2025-03-22
526,Bella Napoli,Italian,Jaipur,1,The place was dirty and the tables hadn't been cleaned properly.,64,2023-07-14
527,Bella Napoli,Italian,Jaipur,2,I found a hair in my food and the manager barely apologized.,60,2023-09-29
528,The Spice Route,Indian,Delhi,4,"Amazing service, our server was attentive and friendly. The chef clearly knows what they're doing, every dish was perfect.",122,2023-01-17
529,The Pizza Cellar,Italian,Mumbai,4,"The chef clearly knows what they're doing, every dish was perfect.",66,2023-05-26
530,Taco Fiesta,Mexican,Delhi,2,The food was bland and lacked any real seasoning. Our order was wrong and it took forever to get it corrected.,110,2023-07-31
531,Coastal Kitchen,Seafood,Ahmedabad,3,"Average experience overall, might try another dish next time.",61,2023-09-30
532,Chai & Chaat,Indian,Delhi,1,The food was bland and lacked any real seasoning. The place was dirty and the tables hadn't been cleaned properly.,114,2023-12-03
533,Urban Tandoor,Indian,Mumbai,3,"Average experience overall, might try another dish next time.",61,2025-06-25
534,Sushi Zen,Japanese,Chennai,3,"The ambiance was nice but the food was just average. Service was fine, food took a bit longer than expected.",108,2023-09-10
535,Sushi Zen,Japanese,Bengaluru,4,"Great spot for a family dinner, kids loved it too. Amazing service, our server was attentive and friendly.",106,2024-05-22
536,Blue Lotus,Thai,Pune,4,"Great spot for a family dinner, kids loved it too.",50,2024-08-06
537,Curry House,Indian,Hyderabad,4,The staff went above and beyond to accommodate our allergies.,61,2025-11-26
538,Pasta Palace,Italian,Hyderabad,2,The restaurant was too noisy and cramped to enjoy the meal.,59,2023-04-22
539,Taco Fiesta,Mexican,Mumbai,4,"Great spot for a family dinner, kids loved it too. A hidden gem, the flavors were authentic and comforting.",107,2024-05-08
540,Saffron Table,Indian,Hyderabad,3,"The ambiance was nice but the food was just average. Average experience overall, might try another dish next time.",114,2023-01-25
541,Rustic Oven,Italian,Delhi,5,"Loved the dessert menu, the tiramisu was outstanding. Great spot for a family dinner, kids loved it too.",104,2025-05-11
542,The Pizza Cellar,Italian,Ahmedabad,3,"Average experience overall, might try another dish next time.",61,2023-05-30
543,Ocean Grill,Seafood,Hyderabad,4,The food was absolutely delicious and beautifully presented.,60,2024-03-17
544,Saffron Table,Indian,Mumbai,5,"The chef clearly knows what they're doing, every dish was perfect. The staff went above and beyond to accommodate our allergies.",128,2024-08-09
545,Blue Lotus,Thai,Mumbai,1,Service was extremely slow and the staff seemed disinterested. Our order was wrong and it took forever to get it corrected.,123,2023-11-09
546,Saffron Table,Indian,Chennai,2,I found a hair in my food and the manager barely apologized.,60,2024-02-21
547,Coastal Kitchen,Seafood,Bengaluru,3,"Reasonable prices, the menu could use more variety though. The ambiance was nice but the food was just average.",111,2023-05-16
548,Golden Dragon,Chinese,Mumbai,3,"Reasonable prices, the menu could use more variety though.",58,2024-05-15
549,Noodle Bar,Chinese,Delhi,4,"Great spot for a family dinner, kids loved it too. The staff went above and beyond to accommodate our allergies.",112,2023-04-23
550,Taco Fiesta,Mexican,Delhi,3,"The food was okay, nothing special but not bad either.",54,2023-01-26
551,The Pizza Cellar,Italian,Delhi,4,"Best meal I've had in months, will definitely come back! Portion sizes were generous and the prices were very fair.",115,2024-12-11
552,Ocean Grill,Seafood,Hyderabad,3,The ambiance was nice but the food was just average.,52,2023-08-30
553,Ocean Grill,Seafood,Mumbai,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2025-12-08
554,The Pizza Cellar,Italian,Delhi,4,The food was absolutely delicious and beautifully presented. Quick service even though the place was packed.,108,2025-07-21
555,Smoky BBQ Pit,American,Mumbai,4,"Amazing service, our server was attentive and friendly. A hidden gem, the flavors were authentic and comforting.",112,2023-11-19
556,Le Petit Bistro,French,Ahmedabad,3,"The food was okay, nothing special but not bad either.",54,2025-11-08
557,Le Petit Bistro,French,Delhi,2,The food was bland and lacked any real seasoning. We waited over an hour despite having a reservation.,102,2023-04-05
558,The Burger Joint,American,Bengaluru,4,The ambiance was cozy and the staff made us feel welcome. Portion sizes were generous and the prices were very fair.,116,2023-03-14
559,Urban Tandoor,Indian,Chennai,4,"Amazing service, our server was attentive and friendly. A hidden gem, the flavors were authentic and comforting.",112,2024-10-17
560,Taco Fiesta,Mexican,Bengaluru,3,Decent place for a quick bite if you're in the area.,52,2025-10-25
561,Saffron Table,Indian,Pune,3,"Average experience overall, might try another dish next time. Service was fine, food took a bit longer than expected.",117,2023-04-05
562,Pasta Palace,Italian,Jaipur,5,"Loved the dessert menu, the tiramisu was outstanding.",53,2024-11-01
563,The Spice Route,Indian,Pune,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2025-01-25
564,Chai & Chaat,Indian,Jaipur,2,"The food was bland and lacked any real seasoning. Definitely not worth the hype, quite disappointing overall.",109,2024-05-11
565,Curry House,Indian,Hyderabad,5,The food was absolutely delicious and beautifully presented.,60,2024-05-17
566,The Spice Route,Indian,Chennai,4,"Great spot for a family dinner, kids loved it too. The food was absolutely delicious and beautifully presented.",111,2024-04-22
567,The Spice Route,Indian,Bengaluru,2,Service was extremely slow and the staff seemed disinterested. The place was dirty and the tables hadn't been cleaned properly.,127,2025-02-09
568,Urban Tandoor,Indian,Pune,2,Way overpriced for the quality and quantity we received.,56,2025-10-04
569,Bella Napoli,Italian,Hyderabad,1,I found a hair in my food and the manager barely apologized.,60,2023-03-31
570,Smoky BBQ Pit,American,Delhi,3,"Average experience overall, might try another dish next time.",61,2025-07-27
571,Coastal Kitchen,Seafood,Delhi,3,"Reasonable prices, the menu could use more variety though.",58,2023-06-03
572,Le Petit Bistro,French,Chennai,5,"Portion sizes were generous and the prices were very fair. The chef clearly knows what they're doing, every dish was perfect.",125,2024-08-20
573,Green Leaf Cafe,Vegan,Bengaluru,4,"The ambiance was cozy and the staff made us feel welcome. Amazing service, our server was attentive and friendly.",113,2025-07-16
574,Sushi Zen,Japanese,Delhi,4,"Amazing service, our server was attentive and friendly.",55,2023-08-12
575,Noodle Bar,Chinese,Chennai,5,"The chef clearly knows what they're doing, every dish was perfect. Amazing service, our server was attentive and friendly.",122,2025-08-12
576,Curry House,Indian,Mumbai,2,The restaurant was too noisy and cramped to enjoy the meal. Our order was wrong and it took forever to get it corrected.,120,2025-07-14
577,Bella Napoli,Italian,Ahmedabad,4,"The staff went above and beyond to accommodate our allergies. A hidden gem, the flavors were authentic and comforting.",118,2023-11-19
578,Curry House,Indian,Bengaluru,5,"Amazing service, our server was attentive and friendly.",55,2024-11-02
579,Smoky BBQ Pit,American,Pune,2,The portions were tiny for the price we paid.,45,2025-03-22
580,Ocean Grill,Seafood,Jaipur,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2023-12-23
581,Blue Lotus,Thai,Mumbai,4,Quick service even though the place was packed.,47,2024-05-26
582,Sushi Zen,Japanese,Bengaluru,4,The food was absolutely delicious and beautifully presented.,60,2023-09-06
583,Sushi Zen,Japanese,Mumbai,5,"Portion sizes were generous and the prices were very fair. Great spot for a family dinner, kids loved it too.",109,2024-02-10
584,Rustic Oven,Italian,,5,The food was absolutely delicious and beautifully presented.,60,2024-06-14
585,Curry House,Indian,Chennai,5,"Amazing service, our server was attentive and friendly.",55,2025-06-27
586,Taco Fiesta,Mexican,Hyderabad,3,"The food was okay, nothing special but not bad either. Average experience overall, might try another dish next time.",116,2023-03-29
587,Coastal Kitchen,Seafood,Hyderabad,2,We waited over an hour despite having a reservation.,52,2025-10-13
588,The Burger Joint,American,Pune,3,Decent place for a quick bite if you're in the area.,52,2024-12-25
589,Ocean Grill,Seafood,Bengaluru,4,The food was absolutely delicious and beautifully presented.,60,2025-07-02
590,Pasta Palace,Italian,Ahmedabad,2,I found a hair in my food and the manager barely apologized. The restaurant was too noisy and cramped to enjoy the meal.,120,2025-10-18
591,Bella Napoli,Italian,Bengaluru,3,"Decent place for a quick bite if you're in the area. Service was fine, food took a bit longer than expected.",108,2024-07-26
592,Saffron Table,Indian,Chennai,3,"Reasonable prices, the menu could use more variety though.",58,2024-05-25
593,The Pizza Cellar,Italian,Chennai,4,"A hidden gem, the flavors were authentic and comforting. Loved the dessert menu, the tiramisu was outstanding.",110,2025-09-19
594,Coastal Kitchen,Seafood,Chennai,3,"The food was okay, nothing special but not bad either.",54,2024-07-07
595,Chai & Chaat,Indian,Ahmedabad,4,"Fresh ingredients and bold flavors, highly recommend this place.",64,2024-03-24
596,The Pizza Cellar,Italian,Mumbai,3,"Service was fine, food took a bit longer than expected. Average experience overall, might try another dish next time.",117,2025-12-20
597,Le Petit Bistro,French,Bengaluru,3,"The food was okay, nothing special but not bad either. Reasonable prices, the menu could use more variety though.",113,2024-05-08
598,Rustic Oven,Italian,Bengaluru,3,"Decent place for a quick bite if you're in the area. Average experience overall, might try another dish next time.",114,2025-03-06
599,Rustic Oven,Italian,Chennai,4,"A hidden gem, the flavors were authentic and comforting. The food was absolutely delicious and beautifully presented.",117,2024-10-13
600,Rustic Oven,Italian,Pune,5,Quick service even though the place was packed.,47,2023-10-19
601,The Burger Joint,American,Ahmedabad,5,"Amazing service, our server was attentive and friendly.",55,2025-10-01
602,Le Petit Bistro,French,Jaipur,2,I found a hair in my food and the manager barely apologized.,60,2024-03-24
603,The Spice Route,Indian,Chennai,5,"Best meal I've had in months, will definitely come back!",56,2024-11-10
604,The Burger Joint,American,Delhi,5,The food was absolutely delicious and beautifully presented.,60,2024-10-24
605,Rustic Oven,Italian,Chennai,5,"Loved the dessert menu, the tiramisu was outstanding.",53,2023-10-18
606,Bella Napoli,Italian,Chennai,5,"A hidden gem, the flavors were authentic and comforting. Amazing service, our server was attentive and friendly.",112,2025-02-04
607,Pasta Palace,Italian,Hyderabad,2,Way overpriced for the quality and quantity we received.,56,2024-10-22
608,The Pizza Cellar,Italian,Bengaluru,3,The ambiance was nice but the food was just average.,52,2024-10-11
609,Rustic Oven,Italian,,3,"It's a standard restaurant, does the job but nothing memorable. The ambiance was nice but the food was just average.",116,2023-12-26
610,Sushi Zen,Japanese,Hyderabad,5,The staff went above and beyond to accommodate our allergies.,61,2023-12-30
611,Rustic Oven,Italian,Chennai,5,"A hidden gem, the flavors were authentic and comforting.",56,2023-03-08
612,Chai & Chaat,Indian,Delhi,3,"Not the best, not the worst, a fairly typical dining experience.",64,2024-03-28
613,Green Leaf Cafe,Vegan,Chennai,3,The ambiance was nice but the food was just average.,52,2023-06-09
614,The Burger Joint,American,Pune,3,"Not the best, not the worst, a fairly typical dining experience. The food was okay, nothing special but not bad either.",119,2023-07-01
615,Curry House,Indian,Pune,5,Portion sizes were generous and the prices were very fair.,58,2024-05-26
616,Taco Fiesta,Mexican,Jaipur,3,"Reasonable prices, the menu could use more variety though.",58,2023-01-03
617,Urban Tandoor,Indian,Chennai,3,"Not the best, not the worst, a fairly typical dining experience. Service was fine, food took a bit longer than expected.",120,2023-12-07
618,Blue Lotus,Thai,Bengaluru,5,Quick service even though the place was packed.,47,2025-02-07
619,The Burger Joint,American,Pune,5,The food was absolutely delicious and beautifully presented.,60,2025-07-13
620,The Spice Route,Indian,Chennai,4,"Amazing service, our server was attentive and friendly. The staff went above and beyond to accommodate our allergies.",117,2024-10-14
621,The Burger Joint,American,Mumbai,3,"Average experience overall, might try another dish next time.",61,2025-02-07
622,Green Leaf Cafe,Vegan,Delhi,4,"The chef clearly knows what they're doing, every dish was perfect.",66,2025-09-15
623,Chai & Chaat,Indian,Mumbai,5,The food was absolutely delicious and beautifully presented.,60,2025-06-08
624,Green Leaf Cafe,Vegan,,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2024-02-25
625,Pasta Palace,Italian,Ahmedabad,4,"Amazing service, our server was attentive and friendly.",55,2024-09-01
626,Coastal Kitchen,Seafood,Chennai,2,The food was cold by the time it reached our table.,51,2025-10-02
627,The Spice Route,Indian,Jaipur,3,"It's a standard restaurant, does the job but nothing memorable.",63,2025-05-25
628,Curry House,Indian,Delhi,4,The ambiance was cozy and the staff made us feel welcome.,57,2023-07-18
629,Pasta Palace,Italian,Hyderabad,3,"Average experience overall, might try another dish next time. Decent place for a quick bite if you're in the area.",114,2023-06-17
630,The Pizza Cellar,Italian,Hyderabad,5,"Amazing service, our server was attentive and friendly. Great spot for a family dinner, kids loved it too.",106,2025-09-28
631,The Burger Joint,American,Jaipur,2,The food was bland and lacked any real seasoning. Way overpriced for the quality and quantity we received.,106,2025-01-29
632,Golden Dragon,Chinese,Bengaluru,4,"Quick service even though the place was packed. Fresh ingredients and bold flavors, highly recommend this place.",112,2024-06-23
633,Ocean Grill,Seafood,Mumbai,3,"Average experience overall, might try another dish next time.",61,2023-05-07
634,Smoky BBQ Pit,American,Hyderabad,3,"The food was okay, nothing special but not bad either.",54,2025-04-27
635,Saffron Table,Indian,Jaipur,2,"Definitely not worth the hype, quite disappointing overall. The place was dirty and the tables hadn't been cleaned properly.",124,2025-05-07
636,Pasta Palace,Italian,Delhi,1,Parking was a nightmare and the staff was rude at the entrance. The food was cold by the time it reached our table.,115,2023-06-11
637,Taco Fiesta,Mexican,Bengaluru,4,"Best meal I've had in months, will definitely come back!",56,2025-07-08
638,Curry House,Indian,Mumbai,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2023-09-16
639,Urban Tandoor,Indian,Pune,2,"Definitely not worth the hype, quite disappointing overall.",59,2024-02-18
640,Green Leaf Cafe,Vegan,Hyderabad,2,We waited over an hour despite having a reservation.,52,2023-05-18
641,Blue Lotus,Thai,Ahmedabad,4,"Loved the dessert menu, the tiramisu was outstanding. Quick service even though the place was packed.",101,2024-10-29
642,Chai & Chaat,Indian,Delhi,4,"Amazing service, our server was attentive and friendly. The chef clearly knows what they're doing, every dish was perfect.",122,2025-12-06
643,Sushi Zen,Japanese,Mumbai,4,"A hidden gem, the flavors were authentic and comforting.",56,2023-07-25
644,Pasta Palace,Italian,Jaipur,1,Our order was wrong and it took forever to get it corrected. We waited over an hour despite having a reservation.,113,2024-12-05
645,Rustic Oven,Italian,Pune,4,"Best meal I've had in months, will definitely come back!",56,2025-08-26
646,Coastal Kitchen,Seafood,Chennai,3,"The food was okay, nothing special but not bad either. Service was fine, food took a bit longer than expected.",110,2023-10-22
647,Le Petit Bistro,French,Ahmedabad,1,Our order was wrong and it took forever to get it corrected. The food was bland and lacked any real seasoning.,110,2023-04-11
648,Green Leaf Cafe,Vegan,Jaipur,3,"It's a standard restaurant, does the job but nothing memorable. Reasonable prices, the menu could use more variety though.",122,2024-09-12
649,Taco Fiesta,Mexican,Jaipur,3,"It's a standard restaurant, does the job but nothing memorable.",63,2024-04-11
650,Green Leaf Cafe,Vegan,Mumbai,4,"A hidden gem, the flavors were authentic and comforting. Great spot for a family dinner, kids loved it too.",107,2024-07-05
386,Le Petit Bistro,French,Pune,3,"Not the best, not the worst, a fairly typical dining experience.",64,2023-05-08
243,The Spice Route,Indian,Jaipur,5,"A hidden gem, the flavors were authentic and comforting.",56,2024-10-27
601,The Burger Joint,American,Ahmedabad,5,"Amazing service, our server was attentive and friendly.",55,2025-10-01
580,Ocean Grill,Seafood,Jaipur,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2023-12-23
476,Blue Lotus,Thai,Chennai,4,The ambiance was cozy and the staff made us feel welcome.,57,2023-06-24
466,The Spice Route,Indian,Chennai,4,"A hidden gem, the flavors were authentic and comforting. The chef clearly knows what they're doing, every dish was perfect.",123,2025-03-21
215,Bella Napoli,Italian,Pune,3,"The ambiance was nice but the food was just average. Service was fine, food took a bit longer than expected.",108,2023-09-16
590,Pasta Palace,Italian,Ahmedabad,2,I found a hair in my food and the manager barely apologized. The restaurant was too noisy and cramped to enjoy the meal.,120,2025-10-18
